,Model,mae_test,mae_train,r2_test,r2_train,rms_test,rms_train
0,Linear Regression,0.12335045643305395,0.12343537395485776,0.7215620552981308,0.720960897216268,0.16219519035086138,0.16237253389112408
0,RandomForest,0.08043157554180619,0.0803621957336031,0.865386906226441,0.8654747613733207,0.11277618908094203,0.11274100975141119
0,Nueral Network,0.08051516085471469,0.0805238528376004,0.8726829388419883,0.87252318598279,0.10967737932802515,0.1097477524656038
